vehicle_id,day,failure_mode,dtc_code,degradation_factor,days_to_dtc,label_binary,label_severity
LABELED-0002,6,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,7,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,8,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,9,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,10,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,11,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,12,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,13,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,14,spark_plugs,P0300,0.0,,0,healthy
LABELED-0002,15,spark_plugs,P0300,0.00059,93,0,healthy
LABELED-0002,16,spark_plugs,P0300,0.00122,92,0,healthy
LABELED-0002,17,spark_plugs,P0300,0.00191,91,0,healthy
LABELED-0002,18,spark_plugs,P0300,0.00266,90,0,healthy
LABELED-0002,19,spark_plugs,P0300,0.00347,89,0,healthy
LABELED-0002,20,spark_plugs,P0300,0.00435,88,0,healthy
LABELED-0002,21,spark_plugs,P0300,0.00531,87,0,healthy
LABELED-0002,22,spark_plugs,P0300,0.00635,86,0,healthy
LABELED-0002,23,spark_plugs,P0300,0.00747,85,0,healthy
LABELED-0002,24,spark_plugs,P0300,0.00869,84,0,healthy
LABELED-0002,25,spark_plugs,P0300,0.01001,83,0,healthy
LABELED-0002,26,spark_plugs,P0300,0.01145,82,0,healthy
LABELED-0002,27,spark_plugs,P0300,0.013,81,0,healthy
LABELED-0002,28,spark_plugs,P0300,0.01468,80,0,healthy
LABELED-0002,29,spark_plugs,P0300,0.01651,79,0,healthy
LABELED-0002,30,spark_plugs,P0300,0.01848,78,0,healthy
LABELED-0002,31,spark_plugs,P0300,0.02062,77,0,healthy
LABELED-0002,32,spark_plugs,P0300,0.02293,76,0,healthy
LABELED-0002,33,spark_plugs,P0300,0.02543,75,0,healthy
LABELED-0002,34,spark_plugs,P0300,0.02813,74,0,healthy
LABELED-0002,35,spark_plugs,P0300,0.03105,73,0,healthy
LABELED-0002,36,spark_plugs,P0300,0.0342,72,0,healthy
LABELED-0002,37,spark_plugs,P0300,0.03761,71,0,healthy
LABELED-0002,38,spark_plugs,P0300,0.04129,70,0,healthy
LABELED-0002,39,spark_plugs,P0300,0.04525,69,0,healthy
LABELED-0002,40,spark_plugs,P0300,0.04952,68,0,healthy
LABELED-0002,41,spark_plugs,P0300,0.05412,67,0,healthy
LABELED-0002,42,spark_plugs,P0300,0.05907,66,0,healthy
LABELED-0002,43,spark_plugs,P0300,0.06439,65,0,healthy
LABELED-0002,44,spark_plugs,P0300,0.0701,64,0,healthy
LABELED-0002,45,spark_plugs,P0300,0.07624,63,0,healthy
LABELED-0002,46,spark_plugs,P0300,0.08282,62,0,healthy
LABELED-0002,47,spark_plugs,P0300,0.08986,61,0,healthy
LABELED-0002,48,spark_plugs,P0300,0.09739,60,0,healthy
LABELED-0002,49,spark_plugs,P0300,0.10545,59,0,healthy
LABELED-0002,50,spark_plugs,P0300,0.11404,58,0,healthy
LABELED-0002,51,spark_plugs,P0300,0.12319,57,0,healthy
LABELED-0002,52,spark_plugs,P0300,0.13293,56,0,healthy
LABELED-0002,53,spark_plugs,P0300,0.14327,55,0,healthy
LABELED-0002,54,spark_plugs,P0300,0.15424,54,0,healthy
LABELED-0002,55,spark_plugs,P0300,0.16585,53,0,healthy
LABELED-0002,56,spark_plugs,P0300,0.17812,52,0,healthy
LABELED-0002,57,spark_plugs,P0300,0.19105,51,0,healthy
LABELED-0002,58,spark_plugs,P0300,0.20466,50,0,healthy
LABELED-0002,59,spark_plugs,P0300,0.21894,49,0,healthy
LABELED-0003,0,,,0.0,,0,healthy
LABELED-0003,1,,,0.0,,0,healthy
LABELED-0003,2,,,0.0,,0,healthy
LABELED-0003,3,,,0.0,,0,healthy
LABELED-0003,4,,,0.0,,0,healthy
LABELED-0003,5,,,0.0,,0,healthy
LABELED-0003,6,,,0.0,,0,healthy
LABELED-0003,7,,,0.0,,0,healthy
LABELED-0003,8,,,0.0,,0,healthy
LABELED-0003,9,,,0.0,,0,healthy
LABELED-0003,10,,,0.0,,0,healthy
LABELED-0003,11,,,0.0,,0,healthy
LABELED-0003,12,,,0.0,,0,healthy
LABELED-0003,13,,,0.0,,0,healthy
LABELED-0003,14,,,0.0,,0,healthy
LABELED-0003,15,,,0.0,,0,healthy
LABELED-0003,16,,,0.0,,0,healthy
LABELED-0003,17,,,0.0,,0,healthy
LABELED-0003,18,,,0.0,,0,healthy
LABELED-0003,19,,,0.0,,0,healthy
LABELED-0003,20,,,0.0,,0,healthy
LABELED-0003,21,,,0.0,,0,healthy
LABELED-0003,22,,,0.0,,0,healthy
LABELED-0003,23,,,0.0,,0,healthy
LABELED-0003,24,,,0.0,,0,healthy
LABELED-0003,25,,,0.0,,0,healthy
LABELED-0003,26,,,0.0,,0,healthy
LABELED-0003,27,,,0.0,,0,healthy
LABELED-0003,28,,,0.0,,0,healthy
LABELED-0003,29,,,0.0,,0,healthy
LABELED-0003,30,,,0.0,,0,healthy
LABELED-0003,31,,,0.0,,0,healthy
LABELED-0003,32,,,0.0,,0,healthy
LABELED-0003,33,,,0.0,,0,healthy
LABELED-0003,34,,,0.0,,0,healthy
LABELED-0003,35,,,0.0,,0,healthy
LABELED-0003,36,,,0.0,,0,healthy
LABELED-0003,37,,,0.0,,0,healthy
LABELED-0003,38,,,0.0,,0,healthy
LABELED-0003,39,,,0.0,,0,healthy
LABELED-0003,40,,,0.0,,0,healthy
LABELED-0003,41,,,0.0,,0,healthy
LABELED-0003,42,,,0.0,,0,healthy
LABELED-0003,43,,,0.0,,0,healthy
LABELED-0003,44,,,0.0,,0,healthy
LABELED-0003,45,,,0.0,,0,healthy
LABELED-0003,46,,,0.0,,0,healthy
LABELED-0003,47,,,0.0,,0,healthy
LABELED-0003,48,,,0.0,,0,healthy
LABELED-0003,49,,,0.0,,0,healthy
LABELED-0003,50,,,0.0,,0,healthy
LABELED-0003,51,,,0.0,,0,healthy
LABELED-0003,52,,,0.0,,0,healthy
LABELED-0003,53,,,0.0,,0,healthy
LABELED-0003,54,,,0.0,,0,healthy
LABELED-0003,55,,,0.0,,0,healthy
LABELED-0003,56,,,0.0,,0,healthy
LABELED-0003,57,,,0.0,,0,healthy
LABELED-0003,58,,,0.0,,0,healthy
LABELED-0003,59,,,0.0,,0,healthy
LABELED-0004,0,spark_plugs,P0300,0.0,,0,healthy
LABELED-0004,1,spark_plugs,P0300,0.0,,0,healthy
LABELED-0004,2,spark_plugs,P0300,0.0,,0,healthy
LABELED-0004,3,spark_plugs,P0300,0.0,,0,healthy
LABELED-0004,4,spark_plugs,P0300,0.0,,0,healthy
LABELED-0004,5,spark_plugs,P0300,0.0,,0,healthy
LABELED-0004,6,spark_plugs,P0300,0.0,,0,healthy
LABELED-0004,7,spark_plugs,P0300,0.00059,93,0,healthy
LABELED-0004,8,spark_plugs,P0300,0.00122,92,0,healthy
LABELED-0004,9,spark_plugs,P0300,0.00191,91,0,healthy
LABELED-0004,10,spark_plugs,P0300,0.00266,90,0,healthy
LABELED-0004,11,spark_plugs,P0300,0.00347,89,0,healthy
LABELED-0004,12,spark_plugs,P0300,0.00435,88,0,healthy
LABELED-0004,13,spark_plugs,P0300,0.00531,87,0,healthy
LABELED-0004,14,spark_plugs,P0300,0.00635,86,0,healthy
LABELED-0004,15,spark_plugs,P0300,0.00747,85,0,healthy
LABELED-0004,16,spark_plugs,P0300,0.00869,84,0,healthy
LABELED-0004,17,spark_plugs,P0300,0.01001,83,0,healthy
LABELED-0004,18,spark_plugs,P0300,0.01145,82,0,healthy
LABELED-0004,19,spark_plugs,P0300,0.013,81,0,healthy
LABELED-0004,20,spark_plugs,P0300,0.01468,80,0,healthy
LABELED-0004,21,spark_plugs,P0300,0.01651,79,0,healthy
LABELED-0004,22,spark_plugs,P0300,0.01848,78,0,healthy
LABELED-0004,23,spark_plugs,P0300,0.02062,77,0,healthy
LABELED-0004,24,spark_plugs,P0300,0.02293,76,0,healthy
LABELED-0004,25,spark_plugs,P0300,0.02543,75,0,healthy
LABELED-0004,26,spark_plugs,P0300,0.02813,74,0,healthy
LABELED-0004,27,spark_plugs,P0300,0.03105,73,0,healthy
LABELED-0004,28,spark_plugs,P0300,0.0342,72,0,healthy
LABELED-0004,29,spark_plugs,P0300,0.03761,71,0,healthy
LABELED-0004,30,spark_plugs,P0300,0.04129,70,0,healthy
LABELED-0004,31,spark_plugs,P0300,0.04525,69,0,healthy
LABELED-0004,32,spark_plugs,P0300,0.04952,68,0,healthy
LABELED-0004,33,spark_plugs,P0300,0.05412,67,0,healthy
LABELED-0004,34,spark_plugs,P0300,0.05907,66,0,healthy
LABELED-0004,35,spark_plugs,P0300,0.06439,65,0,healthy
LABELED-0004,36,spark_plugs,P0300,0.0701,64,0,healthy
LABELED-0004,37,spark_plugs,P0300,0.07624,63,0,healthy
LABELED-0004,38,spark_plugs,P0300,0.08282,62,0,healthy
LABELED-0004,39,spark_plugs,P0300,0.08986,61,0,healthy
LABELED-0004,40,spark_plugs,P0300,0.09739,60,0,healthy
LABELED-0004,41,spark_plugs,P0300,0.10545,59,0,healthy
LABELED-0004,42,spark_plugs,P0300,0.11404,58,0,healthy
LABELED-0004,43,spark_plugs,P0300,0.12319,57,0,healthy
LABELED-0004,44,spark_plugs,P0300,0.13293,56,0,healthy
LABELED-0004,45,spark_plugs,P0300,0.14327,55,0,healthy
LABELED-0004,46,spark_plugs,P0300,0.15424,54,0,healthy
LABELED-0004,47,spark_plugs,P0300,0.16585,53,0,healthy
LABELED-0004,48,spark_plugs,P0300,0.17812,52,0,healthy
LABELED-0004,49,spark_plugs,P0300,0.19105,51,0,healthy
LABELED-0004,50,spark_plugs,P0300,0.20466,50,0,healthy
LABELED-0004,51,spark_plugs,P0300,0.21894,49,0,healthy
LABELED-0004,52,spark_plugs,P0300,0.2339,48,0,healthy
LABELED-0004,53,spark_plugs,P0300,0.24952,47,0,healthy
LABELED-0004,54,spark_plugs,P0300,0.26581,46,0,healthy
LABELED-0004,55,spark_plugs,P0300,0.28273,45,0,healthy
LABELED-0004,56,spark_plugs,P0300,0.30027,44,0,healthy
LABELED-0004,57,spark_plugs,P0300,0.31839,43,0,healthy
LABELED-0004,58,spark_plugs,P0300,0.33706,42,0,healthy
LABELED-0004,59,spark_plugs,P0300,0.35624,41,0,healthy
LABELED-0005,0,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,1,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,2,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,3,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,4,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,5,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,6,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,7,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,8,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,9,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,10,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,11,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,12,throttle_position_sensor,P0122,0.0,,0,healthy
LABELED-0005,13,throttle_position_sensor,P0122,0.00266,23,0,healthy
LABELED-0005,14,throttle_position_sensor,P0122,0.00635,22,0,healthy
LABELED-0005,15,throttle_position_sensor,P0122,0.01145,21,0,healthy
LABELED-0005,16,throttle_position_sensor,P0122,0.01848,20,0,healthy
LABELED-0005,17,throttle_position_sensor,P0122,0.02813,19,0,healthy
LABELED-0005,18,throttle_position_sensor,P0122,0.04129,18,0,healthy
LABELED-0005,19,throttle_position_sensor,P0122,0.05907,17,0,healthy
LABELED-0005,20,throttle_position_sensor,P0122,0.08282,16,0,healthy
LABELED-0005,21,throttle_position_sensor,P0122,0.11404,15,0,healthy
LABELED-0005,22,throttle_position_sensor,P0122,0.15424,14,0,healthy
LABELED-0005,23,throttle_position_sensor,P0122,0.20466,13,0,healthy
LABELED-0005,24,throttle_position_sensor,P0122,0.26581,12,0,healthy
LABELED-0005,25,throttle_position_sensor,P0122,0.33706,11,0,healthy
LABELED-0005,26,throttle_position_sensor,P0122,0.41631,10,0,healthy
LABELED-0005,27,throttle_position_sensor,P0122,0.5,9,0,healthy
LABELED-0005,28,throttle_position_sensor,P0122,0.58369,8,0,healthy
LABELED-0005,29,throttle_position_sensor,P0122,0.66294,7,1,early
LABELED-0005,30,throttle_position_sensor,P0122,0.73419,6,1,early
LABELED-0005,31,throttle_position_sensor,P0122,0.79534,5,1,early
LABELED-0005,32,throttle_position_sensor,P0122,0.84576,4,1,late
LABELED-0005,33,throttle_position_sensor,P0122,0.88596,3,1,late
LABELED-0005,34,throttle_position_sensor,P0122,0.91718,2,1,late
LABELED-0005,35,throttle_position_sensor,P0122,0.94093,1,1,late
LABELED-0005,36,throttle_position_sensor,P0122,0.95871,,1,imminent
LABELED-0005,37,throttle_position_sensor,P0122,0.97187,,1,imminent
LABELED-0005,38,throttle_position_sensor,P0122,0.98152,,1,imminent
LABELED-0005,39,throttle_position_sensor,P0122,0.98855,,1,imminent
LABELED-0005,40,throttle_position_sensor,P0122,0.99365,,1,imminent
LABELED-0005,41,throttle_position_sensor,P0122,0.99734,,1,imminent
LABELED-0005,42,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,43,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,44,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,45,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,46,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,47,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,48,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,49,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,50,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,51,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,52,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,53,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,54,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,55,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,56,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,57,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,58,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0005,59,throttle_position_sensor,P0122,1.0,,1,imminent
LABELED-0006,0,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,1,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,2,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,3,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,4,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,5,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,6,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,7,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,8,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,9,o2_sensor,P0130,0.0,,0,healthy
LABELED-0006,10,o2_sensor,P0130,0.00122,46,0,healthy
LABELED-0006,11,o2_sensor,P0130,0.00266,45,0,healthy
LABELED-0006,12,o2_sensor,P0130,0.00435,44,0,healthy
LABELED-0006,13,o2_sensor,P0130,0.00635,43,0,healthy
LABELED-0006,14,o2_sensor,P0130,0.00869,42,0,healthy
LABELED-0006,15,o2_sensor,P0130,0.01145,41,0,healthy
LABELED-0006,16,o2_sensor,P0130,0.01468,40,0,healthy
LABELED-0006,17,o2_sensor,P0130,0.01848,39,0,healthy
LABELED-0006,18,o2_sensor,P0130,0.02293,38,0,healthy
LABELED-0006,19,o2_sensor,P0130,0.02813,37,0,healthy
LABELED-0006,20,o2_sensor,P0130,0.0342,36,0,healthy
LABELED-0006,21,o2_sensor,P0130,0.04129,35,0,healthy
LABELED-0006,22,o2_sensor,P0130,0.04952,34,0,healthy
LABELED-0006,23,o2_sensor,P0130,0.05907,33,0,healthy
LABELED-0006,24,o2_sensor,P0130,0.0701,32,0,healthy
LABELED-0006,25,o2_sensor,P0130,0.08282,31,0,healthy
LABELED-0006,26,o2_sensor,P0130,0.09739,30,0,healthy
LABELED-0006,27,o2_sensor,P0130,0.11404,29,0,healthy
LABELED-0006,28,o2_sensor,P0130,0.13293,28,0,healthy
LABELED-0006,29,o2_sensor,P0130,0.15424,27,0,healthy
LABELED-0006,30,o2_sensor,P0130,0.17812,26,0,healthy
LABELED-0006,31,o2_sensor,P0130,0.20466,25,0,healthy
LABELED-0006,32,o2_sensor,P0130,0.2339,24,0,healthy
LABELED-0006,33,o2_sensor,P0130,0.26581,23,0,healthy
LABELED-0006,34,o2_sensor,P0130,0.30027,22,0,healthy
LABELED-0006,35,o2_sensor,P0130,0.33706,21,0,healthy
LABELED-0006,36,o2_sensor,P0130,0.37588,20,0,healthy
LABELED-0006,37,o2_sensor,P0130,0.41631,19,0,healthy
LABELED-0006,38,o2_sensor,P0130,0.45787,18,0,healthy
LABELED-0006,39,o2_sensor,P0130,0.5,17,0,healthy
LABELED-0006,40,o2_sensor,P0130,0.54213,16,0,healthy
LABELED-0006,41,o2_sensor,P0130,0.58369,15,0,healthy
LABELED-0006,42,o2_sensor,P0130,0.62412,14,1,early
LABELED-0006,43,o2_sensor,P0130,0.66294,13,1,early
LABELED-0006,44,o2_sensor,P0130,0.69973,12,1,early
LABELED-0006,45,o2_sensor,P0130,0.73419,11,1,early
LABELED-0006,46,o2_sensor,P0130,0.7661,10,1,early
LABELED-0006,47,o2_sensor,P0130,0.79534,9,1,early
LABELED-0006,48,o2_sensor,P0130,0.82188,8,1,late
LABELED-0006,49,o2_sensor,P0130,0.84576,7,1,late
LABELED-0006,50,o2_sensor,P0130,0.86707,6,1,late
LABELED-0006,51,o2_sensor,P0130,0.88596,5,1,late
LABELED-0006,52,o2_sensor,P0130,0.90261,4,1,late
LABELED-0006,53,o2_sensor,P0130,0.91718,3,1,late
LABELED-0006,54,o2_sensor,P0130,0.9299,2,1,late
LABELED-0006,55,o2_sensor,P0130,0.94093,1,1,late
LABELED-0006,56,o2_sensor,P0130,0.95048,,1,imminent
LABELED-0006,57,o2_sensor,P0130,0.95871,,1,imminent
LABELED-0006,58,o2_sensor,P0130,0.9658,,1,imminent
LABELED-0006,59,o2_sensor,P0130,0.97187,,1,imminent
LABELED-0007,0,,,0.0,,0,healthy
LABELED-0007,1,,,0.0,,0,healthy
LABELED-0007,2,,,0.0,,0,healthy
LABELED-0007,3,,,0.0,,0,healthy
LABELED-0007,4,,,0.0,,0,healthy
LABELED-0007,5,,,0.0,,0,healthy
LABELED-0007,6,,,0.0,,0,healthy
LABELED-0007,7,,,0.0,,0,healthy
LABELED-0007,8,,,0.0,,0,healthy
LABELED-0007,9,,,0.0,,0,healthy
LABELED-0007,10,,,0.0,,0,healthy
LABELED-0007,11,,,0.0,,0,healthy
LABELED-0007,12,,,0.0,,0,healthy
LABELED-0007,13,,,0.0,,0,healthy
LABELED-0007,14,,,0.0,,0,healthy
LABELED-0007,15,,,0.0,,0,healthy
LABELED-0007,16,,,0.0,,0,healthy
LABELED-0007,17,,,0.0,,0,healthy
LABELED-0007,18,,,0.0,,0,healthy
LABELED-0007,19,,,0.0,,0,healthy
LABELED-0007,20,,,0.0,,0,healthy
LABELED-0007,21,,,0.0,,0,healthy
LABELED-0007,22,,,0.0,,0,healthy
LABELED-0007,23,,,0.0,,0,healthy
LABELED-0007,24,,,0.0,,0,healthy
LABELED-0007,25,,,0.0,,0,healthy
LABELED-0007,26,,,0.0,,0,healthy
LABELED-0007,27,,,0.0,,0,healthy
LABELED-0007,28,,,0.0,,0,healthy
LABELED-0007,29,,,0.0,,0,healthy
LABELED-0007,30,,,0.0,,0,healthy
LABELED-0007,31,,,0.0,,0,healthy
LABELED-0007,32,,,0.0,,0,healthy
LABELED-0007,33,,,0.0,,0,healthy
LABELED-0007,34,,,0.0,,0,healthy
LABELED-0007,35,,,0.0,,0,healthy
LABELED-0007,36,,,0.0,,0,healthy
LABELED-0007,37,,,0.0,,0,healthy
LABELED-0007,38,,,0.0,,0,healthy
LABELED-0007,39,,,0.0,,0,healthy
LABELED-0007,40,,,0.0,,0,healthy
LABELED-0007,41,,,0.0,,0,healthy
LABELED-0007,42,,,0.0,,0,healthy
LABELED-0007,43,,,0.0,,0,healthy
LABELED-0007,44,,,0.0,,0,healthy
LABELED-0007,45,,,0.0,,0,healthy
LABELED-0007,46,,,0.0,,0,healthy
LABELED-0007,47,,,0.0,,0,healthy
LABELED-0007,48,,,0.0,,0,healthy
LABELED-0007,49,,,0.0,,0,healthy
LABELED-0007,50,,,0.0,,0,healthy
LABELED-0007,51,,,0.0,,0,healthy
LABELED-0007,52,,,0.0,,0,healthy
LABELED-0007,53,,,0.0,,0,healthy
LABELED-0007,54,,,0.0,,0,healthy
LABELED-0007,55,,,0.0,,0,healthy
LABELED-0007,56,,,0.0,,0,healthy
LABELED-0007,57,,,0.0,,0,healthy
LABELED-0007,58,,,0.0,,0,healthy
LABELED-0007,59,,,0.0,,0,healthy
LABELED-0008,0,,,0.0,,0,healthy
LABELED-0008,1,,,0.0,,0,healthy
LABELED-0008,2,,,0.0,,0,healthy
LABELED-0008,3,,,0.0,,0,healthy
LABELED-0008,4,,,0.0,,0,healthy
LABELED-0008,5,,,0.0,,0,healthy
LABELED-0008,6,,,0.0,,0,healthy
LABELED-0008,7,,,0.0,,0,healthy
LABELED-0008,8,,,0.0,,0,healthy
LABELED-0008,9,,,0.0,,0,healthy
LABELED-0008,10,,,0.0,,0,healthy
LABELED-0008,11,,,0.0,,0,healthy
LABELED-0008,12,,,0.0,,0,healthy
LABELED-0008,13,,,0.0,,0,healthy
LABELED-0008,14,,,0.0,,0,healthy
LABELED-0008,15,,,0.0,,0,healthy
LABELED-0008,16,,,0.0,,0,healthy
LABELED-0008,17,,,0.0,,0,healthy
LABELED-0008,18,,,0.0,,0,healthy
LABELED-0008,19,,,0.0,,0,healthy
LABELED-0008,20,,,0.0,,0,healthy
LABELED-0008,21,,,0.0,,0,healthy
LABELED-0008,22,,,0.0,,0,healthy
LABELED-0008,23,,,0.0,,0,healthy
LABELED-0008,24,,,0.0,,0,healthy
LABELED-0008,25,,,0.0,,0,healthy
LABELED-0008,26,,,0.0,,0,healthy
LABELED-0008,27,,,0.0,,0,healthy
LABELED-0008,28,,,0.0,,0,healthy
LABELED-0008,29,,,0.0,,0,healthy
LABELED-0008,30,,,0.0,,0,healthy
LABELED-0008,31,,,0.0,,0,healthy
LABELED-0008,32,,,0.0,,0,healthy
LABELED-0008,33,,,0.0,,0,healthy
LABELED-0008,34,,,0.0,,0,healthy
LABELED-0008,35,,,0.0,,0,healthy
LABELED-0008,36,,,0.0,,0,healthy
